Player,Salary,NBA_Country,NBA_DraftNumber,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Allen Crabbe,19.3325,USA,31,25,BRK,71,2085,11.1,0.54,0.634,0.155,1.3,14.3,7.7,7.9,1.0,1.1,8.4,18.6,1.0,1.3,2.2,0.051,-0.3,-1.2,-1.5,0.3
Alfonzo McKinnie,0.815615,USA,62,25,TOR,13,49,9.2,0.6629999999999999,0.615,0.231,0.0,13.5,6.9,2.9,1.0,1.6,17.3,15.5,0.0,0.1,0.1,0.076,-1.8,-1.5,-3.3,0.0
Al-Farouq Aminu,7.319035,USA,8,27,POR,65,1950,12.4,0.529,0.586,0.14400000000000002,5.1,22.3,13.8,5.8,1.9,1.5,10.7,14.9,1.2,3.0,4.2,0.10300000000000001,-0.5,1.7,1.2,1.6
Alex Poythress,0.778668,USA,62,24,IND,24,101,8.5,0.52,0.44,0.0,7.9,11.1,9.5,2.7,1.5,0.9,7.4,11.9,0.1,0.1,0.2,0.078,-1.8,-1.6,-3.5,0.0
Alex Len,4.187599,Ukraine,5,24,PHO,66,1324,19.4,0.615,0.003,0.638,13.4,27.2,20.1,8.5,1.0,3.7,14.2,16.6,3.0,1.2,4.3,0.155,-0.5,1.3,0.8,0.9
Alex Abrines,5.725,Spain,32,24,OKC,73,1095,9.1,0.573,0.755,0.145,2.3,8.8,5.5,3.4,1.6,0.7,7.7,12.7,1.3,0.9,2.2,0.095,-0.6,-1.8,-2.3,-0.1
Alec Burks,10.845506,USA,12,26,UTA,62,1030,13.1,0.526,0.335,0.31,2.0,18.4,10.3,9.8,1.8,0.7,11.3,22.4,0.2,1.5,1.7,0.081,-2.7,-0.3,-3.0,-0.3
Alan Williams,6.0,USA,62,25,PHO,5,70,9.3,0.455,0.0,0.5,4.5,29.6,16.8,16.4,3.4,1.2,24.2,17.5,-0.1,0.1,0.0,-0.004,-6.5,2.7,-3.7,0.0
Al Jefferson,9.769821,USA,15,33,IND,34,462,19.9,0.557,0.005,0.163,7.4,25.3,16.4,10.1,1.7,4.4,8.7,22.2,0.7,0.8,1.5,0.154,-1.8,1.4,-0.5,0.2
Al Horford,27.734405,Dominican Rep...,3,31,BOS,70,2219,17.5,0.5770000000000001,0.301,0.153,4.8,20.1,12.6,23.9,0.9,2.9,14.3,18.4,3.8,3.8,7.6,0.16399999999999998,1.1,3.0,4.1,3.4
Abdel Nader,1.167333,Egypt,58,24,BOS,44,463,5.7,0.46399999999999997,0.47700000000000004,0.26899999999999996,2.4,12.1,7.3,7.2,1.4,1.6,17.1,16.9,-0.6,0.7,0.0,0.004,-5.3,0.3,-5.0,-0.3
Aaron Harrison,0.083129,USA,62,23,DAL,7,164,6.6,0.41100000000000003,0.644,0.244,1.3,12.6,6.8,8.6,2.1,1.1,3.9,14.4,-0.1,0.2,0.1,0.019,-3.2,0.3,-2.9,0.0
Aaron Gordon,5.50442,USA,4,22,ORL,55,1838,16.6,0.531,0.39299999999999996,0.263,5.2,21.8,13.4,11.7,1.4,1.9,9.7,24.5,1.1,1.9,3.0,0.078,0.1,-0.1,0.1,1.0
Aaron Brooks,2.116955,USA,26,33,MIN,31,188,10.1,0.508,0.449,0.159,4.3,6.2,5.2,15.2,1.6,0.0,11.9,19.7,0.1,0.1,0.2,0.039,-0.5,-3.7,-4.1,-0.1
